username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
boomer12k;2019-01-13 00:20;0;0;"The #Book "Happiness Is No Charge 2" is basically done. 378 pages based on my 10 years of notes and experiences with a technique that stops negative emotions, and helps with emotional states, like #Anxiety and #Depression . Check out book 1, and blog http:// hnc-today.weebly.com/happiness-is-n o-charge-blog-page … pic.twitter.com/RcUD4UHfVG";;;#Book #Anxiety #Depression;"1084319142763622401";https://twitter.com/boomer12k/status/1084319142763622401
